transcript_id,company_ticker,filing_date,question_text,response_text,analyst_name,management_speaker,non_responsiveness,vagueness,deflection,hedging,evasion_score,primary_evasion_type,rationale,judge_model
000076883519000069,BIG,2019-09-04,"I just had a follow-up related to the D&A comments that you made. I think -- and correct me if I'm wrong, but I think you said there was a benefit of about $12 million to $14 million this year. But you reiterated the full year EPS guidance, so essentially lower EBITDA guide. Is the reduction in the EBITDA guide solely related to tariffs or were there other drivers? And then maybe help square that with the increase in free cash flow guidance.","Yes. I'll be happy to cover all of that, Chris. Yes, so we told you about a $12 million to $14 million full year benefit from changing the lives of our Store of the Future-related assets. So that's obviously a benefit relative to where we were. What we're seeing in the opposite direction, as we've talked about, is gross margin rate pressure in the second half of the year, which largely is offsetting that benefit. So to your point, that is causing EBITDA to come down to some degree relative to where we were. The offset for that in terms of the free cash flow guidance is that CapEx is a bit lower -- quite a bit lower than our prior expectation. We're getting some benefit in things like maintenance CapEx. We had a handful of stores drop off the Store of the Future list, so there's a little bit of a saving there. And just generally, we're trying to sharpen our pencil on CapEx as we go through the year and making sure that we're spending that CapEx as efficiently as we can, so we're realizing some savings as we do that. So they were the 2 big deltas in the increase -- a lower EBITDA, as you pointed out, offset by lower CapEx on a full year basis.",Goldman Sachs,"Big Lots, Inc.",1,2,1,1,6.25,none,"Management directly addresses all three parts of the question—confirming the D&A benefit, explaining the EBITDA reduction is driven by gross margin pressure (largely tariffs), and reconciling the free cash flow increase through specific CapEx reductions including maintenance CapEx and Store of the Future deferrals.",claude-sonnet-4-6
000076883519000069,BIG,2019-09-04,"Okay. Great. That's really helpful. Thanks for the clarification. Maybe a bigger-picture question. Can you walk us through your thoughts around the strategic rationale for store growth, how you're thinking about the annual growth rate going forward? Do you have a long-term store target, do you have an annual unit opening target? Just some more color there would be helpful.","CEO, President & Director Chris, this is Bruce. I'll start off and ask Jonathan to round out. First and foremost, just really pleased that this year is our first year of net positive store growth since 2012, I believe, which is great. We did -- as part of our Operation North Star study, we did a whole marketplace analysis to understand how big is big in terms of brick-and-mortar footprint. And that got us excited about what could be. We're still working through those numbers as we look at the demographics and the financials around that, and can you actually get the space? So we're excited about what that could be. It does make sense for us, many of our customers depend on brick-and-mortar. And as we look at online and omnichannel as well, they play nicely together. So what I will tell you is that our new stores that we've opened have performed better than expected and they get high -- or actually mid-teen IRR results. They're very consistent. And we're good at opening these stores. We've got a great team doing that. And so we see it as a potential meaningful growth opportunity for us, along with our online growth in an omnichannel world. Yes. And Chris, just to add to that, as Bruce said, we think there is a significant potential opportunity in new stores. We're not ready to fully quantify that yet, but we're encouraged by the performance of the new stores we have opened. We've got a track record of opening new stores with very reliable ROIs, which are well above our cost of capital. So we're looking at the runway on that going forward, and we'll give more color over the next couple of earnings calls. The one other thing I would add is that as our other initiatives gather momentum and drive productivity higher, that potentially increases the number of opportunities we have to open new stores with returns that significantly exceed our cost of capital. THOMSON REUTERS STREETEVENTS | www.streetevents.com | Contact Us ©2019 Thomson Reuters. All rights reserved. Republication or redistribution of Thomson Reuters content, including by framing or similar means, is prohibited without the prior written consent of Thomson Reuters. 'Thomson Reuters' and the Thomson Reuters logo are registered trademarks of Thomson Reuters and its affiliated companies. AUGUST 30, 2019 / 12:00PM, BIG - Q2 2019 Big Lots Inc Earnings Call",Goldman Sachs,"Big Lots, Inc.",3,4,2,4,56.25,hedging,"Management explicitly declines to provide a long-term store target or annual unit opening rate, deferring quantification to future earnings calls while offering only qualitative enthusiasm and mid-teen IRR metrics.",claude-sonnet-4-6
000076883519000069,BIG,2019-09-04,"So I just had a question. You commented on food and the fact that the competitive environment continues to be quite fierce. I guess, I was just looking for a little bit more color there. Is that, that there are more retailers out there selling food? Is it that everyday prices have come down? Is it that there's more promotions? Is it a sort of a combination of all those things? And how do you -- I mean, I know you're making some tweaks to your merchandising in terms of focusing on what sounded like more on snacks. But I was just wondering how you'd sort of combat that?","Anthony, I'll jump in on that one. As we indicated, Jennifer's really responding within our assortment to some more of that entertaining type of product, so the snacking, the candies, the beverage, the coffees. And we are seeing a slowdown in the staple products. But the good news is our most productive area in food are the snacking categories, so we really want to lean into those. And that's what Q2's assortment change reflected for us. And we also will really be taking advantage of some of those traffic-driving items during the back half of the year that have really resonated with Jennifer within that category. And of course, when we do that, we see a really nice overall halo to the entire store.",Loop,"Big Lots, Inc.",3,4,3,2,50.0,non_responsive,"The response pivots to describing internal merchandising adjustments (snacking, candies, beverages) without directly addressing the analyst's specific question about the nature of competitive pressure—whether it stems from more retailers, lower everyday prices, or increased promotions.",claude-sonnet-4-6
000076883519000069,BIG,2019-09-04,"This is actually Renato Basanta on the line for Karen. So just to follow up on Paul's question on Store of the Future. Can you just remind us how many stores you had in year 2 in the second quarter and how many you'll have by 3Q end? And then as you lap year 1 for these stores, I'm curious if you're seeing any meaningful changes in the way the customers' shopping the store in year 2, whether from a category basket or frequency perspective, any color there would be helpful.","I can give you a couple data points on that, that will hopefully answer your specific question. So we started the year with 200 stores in the Store of the Future format. We have about 215 we're expecting to remodel over the course of the year, plus the 50 new stores are in the Store of the Future format. So that brings us up to that sort of 460-ish or so count by the end of the year. In the comp base at the beginning of Q3, there were 260 Store of the Futures.",Barclays,"Big Lots, Inc.",1,2,1,2,12.5,none,"The response directly addresses the store count questions with specific numbers but does not address the second part of the question about changes in customer shopping behavior (category, basket, frequency) in year 2.",claude-sonnet-4-6
000076883519000069,BIG,2019-09-04,"Okay. And then just any changes in the way the customers' shopping the store in year 2 versus year 1? Or maybe like frequency or basket or anything like that? THOMSON REUTERS STREETEVENTS | www.streetevents.com | Contact Us ©2019 Thomson Reuters. All rights reserved. Republication or redistribution of Thomson Reuters content, including by framing or similar means, is prohibited without the prior written consent of Thomson Reuters. 'Thomson Reuters' and the Thomson Reuters logo are registered trademarks of Thomson Reuters and its affiliated companies. AUGUST 30, 2019 / 12:00PM, BIG - Q2 2019 Big Lots Inc Earnings Call","I would tell you, from a category performance perspective, as you know, we've seen great lifts within our Furniture, Soft Home and Seasonal. And those categories continue to drive the performance in year 2. Again, the higher-margin categories. So we're pleased with the results that we're seeing with those categories. It's been very consistent.",Barclays,"Big Lots, Inc.",4,3,3,1,43.75,non_responsive,"The analyst asked specifically about changes in shopping behavior (frequency, basket size) in year 2 versus year 1, but management pivoted to category performance and margin mix without addressing those behavioral metrics at all.",claude-sonnet-4-6
000076883519000069,BIG,2019-09-04,"Okay. And then just my second question, it's really related to e-commerce, specifically profitability as you roll out BOPIS. I was hoping you could just dive deeper into the trends there and maybe talk about the puts and takes on profitability you may be seeing, and perhaps just share any metrics you may be tracking as you gauge progress.","Yes. I'll start there. The e-comm business continues to get better. I think in '18, we did about $40 million, $45 million in sales with a loss around $8 million, $9 million. This year, we've talked about it before, $55-plus million at a lower loss and on our way to breakeven, potentially profitability in this. As you look at it, one of the things that was very important for us is knowing that our customer, and through the research we did, our customer relies on online. In fact, we know over 20% of her shopping begins online, and that over 50%, roughly around 54%, of our customers have an Amazon Prime account. That's important to know and that's why we accelerated our launch of BOPIS, buy online, pick up in store, this year. There was a pilot back in May, and just late in July, we extended that across our entire fleet, doubling -- nearly doubling the amount of SKUs and offerings to our customer. And what we're really excited about is that she's loving it. She's absolutely loving it. We're pleased to see her buying into Furniture, Soft Home products, as well as all categories in a significant way. Her ticket is bigger, the frequency is bigger, good conversion. The stores are enjoying it. When she comes in, she's shopping a little bit more. So our expectations are great for this new capability, and it's a very profitable way to enter online in a more significant way. As we didn't have to ship these SKUs from a centralized DC, they're in the store. So we like that. And it's starting to give us insight into how big it can be and how we can lever it in Q3, Q4 and 2020 and what else we can do. I will say that we continue to grow our loyalty database of customers, 50% of those come from online. So as we grow and lean into this new strategic initiative, we'll see that grow as well. So overall, we continue to get better in e-commerce and we consider it a growth opportunity in the future.",Barclays,"Big Lots, Inc.",2,3,2,2,31.25,vague,"The response provides some concrete financials on overall e-commerce losses but avoids specific profitability metrics for BOPIS itself, offering qualitative descriptors ('she's loving it,' 'bigger ticket') instead of the concrete puts-and-takes and trackable metrics the analyst requested.",claude-sonnet-4-6
000076883519000069,BIG,2019-09-04,"How are you thinking about investment needs for The Lot or some of these other merchandising initiatives that you laid out? And then just maybe more broadly, just how you're thinking about capital allocation now between some of these investment opportunities versus debt paydown or buybacks? THOMSON REUTERS STREETEVENTS | www.streetevents.com | Contact Us ©2019 Thomson Reuters. All rights reserved. Republication or redistribution of Thomson Reuters content, including by framing or similar means, is prohibited without the prior written consent of Thomson Reuters. 'Thomson Reuters' and the Thomson Reuters logo are registered trademarks of Thomson Reuters and its affiliated companies. AUGUST 30, 2019 / 12:00PM, BIG - Q2 2019 Big Lots Inc Earnings Call","Jason, I'll start off and maybe hand things off to Jonathan here. Glad you brought up The Lot. We're excited about The Lot. I just wanted to take a moment to talk about that. The Lot is one of the things that we've come up with from our research, Operation North Star, talking to our customers. It really was founded and trialed by the theory, a confirmed theory, that she loves surprise and delight, she loves a great deal, good quality. The Lot fits nicely in our Store of the Future format. It sits up in the front of the store, right when you walk in, disrupts the shopping pattern, really makes her have to grab a basket or a cart to complete the shopping because it's exciting. It's only 500 square feet. It's only 500 square feet, it's not a meaningful investment in terms of CapEx for the store and it's got a nice low single-digit lift in the test stores that we've tried at this point. So it can be a meaningful rollout for us in the future. And this, along with the other strategic initiatives we've labeled or laid out today, are all part of our next 90 days and sequencing our rollout of all the growth opportunities we have that will then pretty much lay out the CapEx plan, on operating plan, et cetera. So we're in the mix of it right now. And I'll hand it off to Jonathan to add anything. Sure. Let me just -- thanks, Bruce. Jason, let me first just comment on debt levels. So at the end of Q2, as you've seen, we were up about $145 million year-over-year. We expect that delta to significantly abate as we go through the balance of the year. And if we complete our sale of the California DC within the fiscal year, we would expect to be in a better position year-over-year with our debt levels at the end of the year. If not, we would at least be closer to where we were at the end of last year. So we do see the debt level coming down somewhat over the balance of the year. From a go-forward capital allocation perspective, I think broadly our thoughts will remain to allocate capital to where we're going to get the greatest risk-adjusted return. That's a determination and a process that we will continue to look at quarter-by-quarter as we go forward. It's a little early, as Bruce just said, for us to give specific commentary on that coming into 2020. But as we get to December and certainly as we get to the March earnings call, we'll be able to give a lot more color on how we're thinking about that going into 2020 once we've got more visibility on the return on invested capital of all these different projects that we're currently executing. But I think the important point is we see many opportunities in the pipeline with very strong return on investment well ahead of our weighted average cost of capital.","Bofa Merrill Lynch,","Big Lots, Inc.",2,4,2,4,50.0,hedging,"While the response addresses The Lot's investment scale (500 sq ft, low CapEx) and debt levels with some specifics, it explicitly defers capital allocation guidance to future earnings calls and avoids committing to any concrete framework for balancing investments versus debt paydown or buybacks.",claude-sonnet-4-6
000076883519000069,BIG,2019-09-04,"Great. And then as a follow-up, I had a question on just how you're thinking about mitigating the tariff impact. I understand there's an impact this year. But just going forward, do you think there's more offsets maybe to come in terms of -- I think China represents about 21% of your direct imports. So is there any potential to take down that number? Or just any other potential offsets to think about as we think about the go forward number.","Yes, Jason -- thanks, Jason. Just to hit on a few points here. We're all dealing with the tariffs, trade tensions, et cetera. The way that we have been dealing with it is changing prices where it makes sense, negotiating the cost with vendors, dropping the units where it makes sense, also making room in the P&L to compete and win in the moment. And one of those areas is changing the sourcing. That takes a little longer, but we did have a start on that from work we've done in the past. And we've moved some where it makes sense. And you've got to be cautious about that as well because everyone's running to another country and then it becomes capacity and quality issues, et cetera. So we're all dealing with this. THOMSON REUTERS STREETEVENTS | www.streetevents.com | Contact Us ©2019 Thomson Reuters. All rights reserved. Republication or redistribution of Thomson Reuters content, including by framing or similar means, is prohibited without the prior written consent of Thomson Reuters. 'Thomson Reuters' and the Thomson Reuters logo are registered trademarks of Thomson Reuters and its affiliated companies. AUGUST 30, 2019 / 12:00PM, BIG - Q2 2019 Big Lots Inc Earnings Call And I guess really the takeaway is it's out of our control. We deal with it. Big Lots was a great value before the trade tensions hit and well positioned and will remain a good value to our customers through it and afterwards. And so we'll continue to mitigate it with everything we have.","Bofa Merrill Lynch,","Big Lots, Inc.",2,4,2,2,37.5,vague,"The response addresses the general topic of tariff mitigation but provides only generic strategies (price changes, vendor negotiation, sourcing shifts) without any specific targets, timelines, or quantified plans to reduce the 21% China import share the analyst specifically asked about.",claude-sonnet-4-6
000080770719000004,VOXX,2019-01-15,"Okay. That's good. I hope that you would consider sharing a synopsis of what the consultant recommends and that the consultant also consider aside from tweaking the businesses, selling them, reducing costs, consider the possibility of share repurchase program to enhance shareholder value. I don't know whether the consultant is the right type of consultant to consider that. But I would certainly think, if they are, that should be an agenda item for them. ────────────────────────────────────────────────────────────────","As we -- Tom, as we discussed on our last call and as I've been stating, the Ford is looking at every option that we have available. Now based on the balance that we have and our debt position, we will look at every option to help and improve total shareholder value. ────────────────────────────────────────────────────────────────",Kahn Brothers Advisors Llc,Voxx International Corporation,3,4,2,3,50.0,vague,"Management acknowledges the general topic of shareholder value but avoids committing to any specific action, particularly whether share repurchases will be considered or whether a synopsis of consultant recommendations will be shared.",claude-sonnet-4-6
000080770719000004,VOXX,2019-01-15,"Well, that's good. I'm glad to hear that. And I do hope that one of the things that you would not consider is an acquisition because if we look at the -- Pat, if we look at the acquisitions over, let's say, the past half-dozen years and what's happened to the share price, we found that it really has not helped us, but probably a share repurchase program to shrink the outstanding shares would. So I think we need independent eyes, a consultant, to say should we do more acquisitions the way we've done in the past? Or should we consider shrinking the number of shares to enhance shareholder value, because the reality is the shares have not done well during this bull market? ────────────────────────────────────────────────────────────────","Yes. Well, we're making investments in new technologies that, obviously, have drained the profitability of the (inaudible). And as I said, we are looking at every option to improve our business, improve our EBITDA, improve shareholder value. So let us go through the plan. I think what you will see from our fourth quarter announcements is something that would be good for the company and good for the shareholders. ────────────────────────────────────────────────────────────────",Kahn Brothers Advisors Llc,Voxx International Corporation,4,5,3,4,75.0,vague,"Management avoids directly addressing the analyst's specific suggestions (no more acquisitions, share repurchase program, independent consultant) with generic language about 'looking at every option' and a vague promise about future Q4 announcements.",claude-sonnet-4-6
000080770719000004,VOXX,2019-01-15,"Adjusted EBITDA, $17.5 million was the adjusted EBITDA for 9 months. If one does the exercise to determine the 9-month adjusted EBITDA without losses at EyeLock, then what was the 9-month adjusted EBITDA? ────────────────────────────────────────────────────────────────","All right, Mike, you'll take that... ──────────────────────────────────────────────────────────────── . Yes, that's okay. If you take a look at it, the adjusted EBITDA without EyeLock would be probably $17 million plus, I think we had -- we're showing $12 million, if I remember rightly is the loss. So it would be $29 million to -- $25 million to $29 million. ────────────────────────────────────────────────────────────────",Unidentified Participant,Voxx International Corporation,1,3,1,2,18.75,vague,"The response directly attempts to answer the question but provides an imprecise range ($25M-$29M) with uncertain recall ('if I remember rightly'), lacking the specificity expected for a straightforward arithmetic calculation.",claude-sonnet-4-6
000080770719000004,VOXX,2019-01-15,"Okay. Yes, so since the company owned over 50% of EyeLock, you're required to put 100% of the EyeLock losses on your financials, but then we later have to add back the 46% that you do not own? That's what you just said? ────────────────────────────────────────────────────────────────","That's right. When you see the financials up through the pretax line, that's inclusive of the total consolidation. And then after that, you see that on the statement, if you look at that, where it says the quote to the others, it's in the -- right after the after tax line on the financials. ────────────────────────────────────────────────────────────────",Unidentified Participant,Voxx International Corporation,1,2,1,1,6.25,none,Management directly confirms the analyst's understanding and provides a brief explanation of where to find the relevant line items on the financial statements.,claude-sonnet-4-6
000080770719000004,VOXX,2019-01-15,"Okay, okay. So it's not something new, okay, understood then. Well, could you -- is there any -- do you have -- could you give any more color on that then? Is the -- I guess this has to do with your rationalization of the SKUs, is -- I mean... ────────────────────────────────────────────────────────────────","Yes, as part of the restructure of the entire accessory group, we're eliminating certain categories that are legacy categories, bringing down sales of certain areas, moving profitability up, bringing down overhead. So as we bring down some sales, some of the intangibles are going to have to be adjusted for that and that's primarily the case. ────────────────────────────────────────────────────────────────",Unidentified Participant,Voxx International Corporation,2,3,1,2,25.0,vague,"The response addresses the SKU rationalization topic but provides only general descriptions of the restructuring without specific numbers, timelines, or named categories being eliminated.",claude-sonnet-4-6
000080770719000004,VOXX,2019-01-15,"EyeLock, again. What kind of royalty per device for EyeLock, if it's on a phone or if it's on a door lock or if it's on a cabinet lock in the hospital, for example, or a backing app, how does that work for royalties for EyeLock? ────────────────────────────────────────────────────────────────","The royalties for each customer, for each program will be different. Royalties is primarily going to be based on volume. Obviously, it's the -- if you're in a -- a device that has millions and millions of sales than the royalty rate we charge is going to be considered the overall volume. So it's set for individual program that we work with. ────────────────────────────────────────────────────────────────",Unidentified Participant,Voxx International Corporation,3,5,1,2,43.75,vague,"The response addresses the topic of royalties but provides no concrete figures, ranges, or examples for any of the specific device categories asked about, instead offering only generic statements about volume-based pricing varying by program.",claude-sonnet-4-6
000080770719000004,VOXX,2019-01-15,"Okay. And remind me, please, on your fiscal fourth quarter, the seasonality typically is it the -- which one of -- is it your seasonally peak -- I mean, not the peak that was just occurring, but which one is the seasonally the trough, which quarter is that typically? ────────────────────────────────────────────────────────────────","I would look at probably the first quarter of a new year is typically the quieter months. We have some programs that are ticking off in the fourth quarter that we had announced previously. So again, depending on the restructuring charges, as we go through the plan, the (inaudible) charges that will be in their will affect the quarter and that's why we're advising everyone that with the restructuring plan, we may see some of that, but I would say the first quarter is probably our lowest. ────────────────────────────────────────────────────────────────",Unidentified Participant,Voxx International Corporation,1,2,2,2,18.75,none,"The response directly answers the question by identifying Q1 as the seasonal trough, though it adds some tangential context about restructuring charges.",claude-sonnet-4-6
000080770719000004,VOXX,2019-01-15,"Okay. Management has done a great job growing ASA. That seems to have seen the improvement there over the years and also, management has done a great job in the last, call it 9 months to a year stabilizing the Premium Audio and the Auto division. The last question I had was on the Auto division. How many models or OEM models is the EVO -- how many models is it going to be on basically once it gets in full production or... ────────────────────────────────────────────────────────────────","Yes, we are already on a number of different models within GM, Ford, Mazda lineup and also Nissan. At this particular point, I'd have to tell you which ones, but it's numerous, well over 20 different vehicles where we have our Rear Seat Entertainment as an option, then we've got a few more launches scheduled for fiscal 2020 and that should help continue to grow the business. And the one big one being the Lincoln Aviator that we should launch in the second quarter. ────────────────────────────────────────────────────────────────",Unidentified Participant,Voxx International Corporation,2,2,1,2,18.75,vague,"The response provides some concrete details (20+ vehicles, named OEMs, Lincoln Aviator launch in Q2 fiscal 2020) but hedges slightly by saying they'd have to look up specific models, making it moderately specific overall.",claude-sonnet-4-6
000080770719000004,VOXX,2019-01-15,"Okay. What I was indirectly asking was for the top line growth of the entire company, is EVO the main top line grower or is it a different division or a different product? ────────────────────────────────────────────────────────────────","Well, within the -- within our automotive space, we have a number of new products that we are looking at. Right now, EVO is the main growth driver within the space and I just checked, we have about 40 different vehicles where we have EVO placed already. So depending on some of the new product I mentioned on my call that our new eFob is a finalist for one of the PACE Awards, which is a very, very prestigious award within the trade circles. And that's a product that we plan to introduce sometime in the 2020 fiscal and this is a device that allows your phone to replace your key, so you do not have to carry a key with you. As you get close to the car, close enough for the sensor to detect, it will allow you to enter the car, it will know when you're in the car and we also use our Iris biometric for authentication purposes that allow you then to start the car. So a new product that we've shown here at the show and obviously, I think this is an area of growth that we see for the company in the years ahead. ────────────────────────────────────────────────────────────────",Unidentified Participant,Voxx International Corporation,2,3,3,1,31.25,deflection,"The response does briefly confirm EVO is the main growth driver but then pivots extensively to describing a new unrelated product (eFob), diverting from the analyst's direct question about company-wide top-line growth drivers.",claude-sonnet-4-6
000088356920000056,FOSL,2020-11-12,"Thanks, Jeff. I have a few questions that are top of mind for investors that I'd like to turn to for a moment. The first one is for Kosta. Kosta, as you said, holiday is rapidly approaching. How do you feel about Fossil's positioning overall in terms of innovation and brand heat? And what's new on the product front for this season?","Well, we actually think we're in pretty good shape considering the environment. And if you look at our brands, so Fossil, Michael Kors, Armani and Diesel, just to name a few, along with all the different product offerings we've put in the market, including traditional watches, smartwatches, jewelry and handbags, these are all great gifts for the holiday season, and we feel like we're in pretty good shape. Our teams have been doing everything they can to drive innovation across the portfolio, brands and categories, especially in our connected and traditional watch categories. So overall, we feel we're very well positioned during the holidays. On the connected watch front, our Gen 5 and our Gen 5E smartwatches have new capabilities like extended battery life, always-on display, enhanced sleep and fitness tracking and the new smaller size than Gen 5E should be a very strongly supported feature by consumers. And then, of course, there's Hybrids, which is really a unique product. For customers who love to look at traditional watches, but want the functionality of a connected watch, our HR Hybrid serves that bill. So including notifications and other smartwatch features, it has a heart rate sensor, activity tracking, sleep monitoring. And the best thing of all is the battery life is a 2-week time period, so you don't have to charge it up very night. In the traditional watch category, consumers are continuing to respond particularly well to our Emporio Armani product in China, and we're seeing increasing interest in Kors' product, both in China and in the United States. Broadly speaking, we are seeing improving trends and our brands returning to their classic looks with logos and strong signature elements. In Fossil, we're seeing strong response in sports and athletic trends, especially in our diver watch, which comes in a lot of different shapes, sizes and colors and should be a strong seller for holiday. I would also like to add that while we are very well positioned for the holiday season and have great new product in the market, we are retaining a conservative posture regarding sales. The health and safety issues are critical to all of us, and we expect that this will cause a shift to online shopping. But in any case, we are well prepared globally to help keep everyone safe and to deliver great product to our customers during the holiday season.",Christine Greany,Kosta N. Kartsotis,1,2,1,2,12.5,none,"The response directly addresses all three parts of the question—overall positioning, innovation, and specific new products—with concrete product names, features, and categories, though it ends with some cautionary hedging about the environment.",claude-sonnet-4-6
000088356920000056,FOSL,2020-11-12,"Great. Thanks, Kosta. Jeff, can you help us understand how you're thinking about cash and liquidity in the fourth quarter? And then also your liquidity outlook for early next year?","Sure, Christine. Given the ongoing uncertainty in the consumer environment, maintaining a strong liquidity position is absolutely one of our most important goals in the near term. As we look at our fourth quarter, we expect our liquidity position to remain fairly stable overall. We are expecting solid operating cash flow in the fourth quarter, which we'll use to fund our working capital needs. As we move into next year, we will have some contraction in our capital structure due to some required term loan amortization as well as reductions in our revolver due to lower inventory levels as we exit the year. So in the first half of next year, we expect to utilize some of our available liquidity to fund these structural changes as well as to bring some of our working capital balances closer to historical levels. Given our current outlook, we expect to have adequate liquidity throughout next year. REFINITIV STREETEVENTS | www.refinitiv.com | Contact Us 5 ©2020 Refinitiv. All rights reserved. Republication or redistribution of Refinitiv content, including by framing or similar means, is prohibited without the prior written consent of Refinitiv. 'Refinitiv' and the Refinitiv logo are registered trademarks of Refinitiv and its affiliated companies. NOVEMBER 11, 2020 / 10:00PM GMT, Q3 2020 Fossil Group Inc Earnings Call",Christine Greany,Jeffrey N. Boyer,2,3,1,3,31.25,vague,"The response addresses the question's topics but avoids specific dollar figures for liquidity levels, cash flow amounts, or precise timelines, relying instead on qualitative language like 'fairly stable,' 'solid operating cash flow,' and 'adequate liquidity.'",claude-sonnet-4-6
000088356920000056,FOSL,2020-11-12,"Thank you, Jeff. A question now for Greg around digital. At a high level, how should we think about Fossil's digital agenda? And then if you can provide some granularity around digital sales and marketing, that would be great.","We've developed 3 pillars to our digital growth strategy. The first is our near-complete e-commerce migration to one global cloud-based platform in partnership with Salesforce. In addition to providing efficiencies and an improved customer experience overall, we're seeing a sustained 60% or greater increase in our conversion rate versus prior year and meaningful increases in average order value as a result of the features our teams have implemented, which include artificial intelligence-driven cross-sell and upsell, which serves up targeted and personalized content and recommendations throughout the online customer journey; a digital wallet suite that gives our customers an easy and flexible transaction, now also including an interest-free installment option powered by PayPal; an augmented reality tool that allows our customers to virtually try on a watch on their own wrist using the camera on their mobile device; a virtual selling pilot, where at the click of a button, our customers can enjoy the expert advice and personalization of an in-store sales associate who can not only offer advice, but also fulfill the order right there using our ship-from-store capability. Not only is this a great customer experience, it is also a really efficient use of our sales associates, store infrastructure and inventory assets. And lastly, our e-commerce, IT and logistics teams have partnered to not only rapidly implement and scale modern-day fulfillment capabilities, including buy online, pickup in-store; ship from store and curbside pickup, but also to significantly expand our e-commerce capacity in our warehouses to near flawlessly handle unforecasted and sustained peaks in online demand throughout the year. The work the teams have done is truly inspiring, but to see it show up in the results so quickly tells us we're definitely on the right track. Our second pillar is to be the watch category leader with the major third-party e-commerce marketplaces globally. So far this year, we've had great success partnering with Amazon, Tmall, JD.com, Zalando, Myntra and Flipkart, to name a few. But we are just getting started and are quickly leveraging learnings and best practices across our teams globally to fully unlock the growth that these global online marketplaces offer as they aggregate more consumers onto their platforms. And our third digital strategy pillar is to be the leader in our category, generating online sales by applying advanced digital marketing and analytics capabilities to uncover and create high ROI strategies and tactics and then aggressively increase marketing investment on a dynamic and daily basis. At the heart of this strategy is an emphasis on customer data acquisition and delivering sustained increases in customer lifetime value. Given the accretive economics of our e-commerce channel and relatively high average order value, the math in our business is telling us we have a significant opportunity to profitably accelerate our rate of customer data acquisition and then use automated post-purchase journeys in Salesforce to dramatically increase repeat purchase. We are extremely excited about the progress our teams are making so far this year and expect to see continued strong sales growth in our digital business over the holidays and for a number of years in the future.",Christine Greany,Gregory A. Mckelvey,1,2,1,2,12.5,none,"The response directly addresses both parts of the question with substantial specificity, including named platforms, partners, and a concrete 60%+ conversion rate metric, though it avoids disclosing exact digital sales figures or marketing spend numbers.",claude-sonnet-4-6
000089222219000091,BREW,2019-09-10,"So I appreciate the commentary on the challenges in the beer market, overall, and the competitive pressure that you're seeing from FMBs and hard seltzer, specifically, as it relates to contributing to the negative revision to your depletions guidance, but -- as well as the Kona out-of-stocks, which we were aware of, on your 2Q earnings call. What was new, I think, is the contract brewing issue. So Christine or Andy, can you just expand on that like what was the issue specifically? Is there any recourse?","Yes. So I'll pass it over to Christine, maybe, for a little bit of detail. But I think we referenced the contract brewing, I think, in Q2. We can give as much clarity to it in terms of the significance of the 33,000 barrels, so that's something new in this call. The nature of it is, our contact partners are known. I don't want to comment on them on the call. Their names have been mentioned a lot. I think, for us, we are in a situation where we brew based on their demand, and we brew based on their expectations. And similarly, it's probably not a surprise that, in some cases, a lot of folks thought they might do something this year that didn't happen and that, kind of, goes for the contract brewing volumes too, Vivien. We're really not in control nor do we have a lot of recourse for that volume. Contact volume has always been something that we haven't embraced with 2 arms, but have rather been relatively opportunistic about. And when we thought -- for this year, we've put the 33,000 barrels in relative to the 28,000 last year, we felt it was appropriate given what everybody was expecting for the market and as it turns out, it just wasn't and, I don't know, Christine, if you want to offer anything in addition? No, I think that covers it pretty well. I mean, we have mentioned in previous calls, but I think, we didn't really comment on the total impact through the year until today. It's one the questions that, I think, some folks would have, we contemplated was, ""Hey, what are you telling us today that you didn't -- you couldn't have told us during the Q2 call with guidance."" And as you said, the out-of-stocks we talked about a lot. We've gotten our hands around that pretty well, contract brewing giving a little bit more clarity too. But those were somethings that we really weren't sure of until we had the assessment post August 23 of what might happen with some of those contract barrels and what might happen with some of our ability to accelerate some of the really good things in the hopper. We're really happy with what we're seeing in the initial days on some of the pH stuff like Pacer, with the Omission seltzer selling and some of the early groundwork being laid for La Rubia launches around the country. So all of that, I would say, is still pretty good. But to Christine's point, we can't make up for the last time, and we can't make up for those contract barrels, both of which are pretty significant drives.",Cowen,"Craft Brew Alliance, Inc.",2,3,2,3,37.5,vague,"The response addresses the contract brewing question but avoids naming the contract partners, provides limited specifics on the nature of the issue, and declines to clarify recourse options, while briefly pivoting to positive product developments at the end.",claude-sonnet-4-6
